osm_id,shop,name,addr-housenumber,addr-street,addr-city,addr-postcode,the_geom,osm_original_geom,osm_type
219117679,mobile_phone,SFR,,,,,POINT (683666.7192470249 6335330.553014433),"SRID=3857;POLYGON((683655.283236045 6335328.52072283,683675.921869638 6335323.35952138,683677.023932597 6335328.05929078,683678.103731658 6335332.70779255,683668.674970788 6335334.96368405,683657.40943832 6335337.6639186,683655.283236045 6335328.52072283))",way
219135044,mobile_phone,Phone House,,,,,POINT (683715.5934576176 6335260.76114185),"SRID=3857;POLYGON((683700.133858886 6335269.42344685,683704.119096656 6335258.19535318,683727.796752348 6335252.3335081,683730.145593604 6335262.31402811,683700.133858886 6335269.42344685))",way
221944978,mobile_phone,SFR,,,,,POINT (238654.16831479504 6262590.357033668),"SRID=3857;POLYGON((238645.288341189 6262589.67973875,238653.993525369 6262580.95394358,238662.130980146 6262589.59502225,238658.624416186 6262598.52414615,238650.052815395 6262596.10125202,238645.288341189 6262589.67973875))",way
221969476,mobile_phone,Orange,20,Route d'Arlon,Thionville,57100.0,POINT (682220.7988434832 6335817.396767333),"SRID=3857;POLYGON((682212.771878499 6335820.59260104,682217.803519483 6335819.13985965,682214.252427727 6335807.26157176,682217.180130334 6335805.96265209,682221.388007086 6335804.11681922,682222.91308411 6335803.48445064,682229.425274322 6335825.05337326,682215.142983653 6335829.13814376,682212.771878499 6335820.59260104))",way
226284235,mobile_phone,Orange,,,,,POINT (538177.9117169046 5908827.210524381),"SRID=3857;POLYGON((538157.536163749 5908835.25429717,538161.499137621 5908812.73345663,538198.256833481 5908819.12384087,538194.349519355 5908841.67721899,538177.71838743 5908838.81535957,538157.536163749 5908835.25429717))",way
229931554,mobile_phone,Réparation Phone,10a,Rue de Brest,Rennes,35000.0,POINT (-187978.14231038035 6125626.203977236),"SRID=3857;POLYGON((-187984.500525911 6125627.42168851,-187981.951309572 6125620.95260674,-187976.708161555 6125623.05339049,-187971.776708113 6125624.98744583,-187974.325924452 6125631.43985774,-187984.500525911 6125627.42168851))",way
231042403,mobile_phone,Bouygues Telecom,,,,,POINT (583551.6944616429 5815701.004267567),"SRID=3857;POLYGON((583540.165982809 5815700.80231587,583547.201374627 5815690.27997949,583563.309304945 5815701.14018926,583555.973350502 5815711.75907396,583540.165982809 5815700.80231587))",way
231042431,mobile_phone,SFR,,,,,POINT (583543.7560371639 5815712.547451376),"SRID=3857;POLYGON((583531.538722273 5815713.33581853,583540.165982809 5815700.80231587,583555.973350502 5815711.75907396,583547.346089965 5815724.29259216,583531.538722273 5815713.33581853))",way
231042448,mobile_phone,Orange,,,,,POINT (583531.0677247306 5815728.260491482),"SRID=3857;POLYGON((583519.716592351 5815730.43868846,583527.920838822 5815718.5648204,583541.435025004 5815728.44362008,583541.835775171 5815733.86570213,583540.088059166 5815736.52043194,583530.893069226 5815730.30997436,583527.375373317 5815735.55507555,583519.716592351 5815730.43868846))",way
256867098,mobile_phone,Welcom,10,Place du Marché,,36400.0,POINT (221185.80882435635 5873867.694809314),"SRID=3857;POLYGON((221170.454864002 5873862.29272071,221175.130282616 5873858.40572751,221176.354797014 5873860.3492239,221181.698132572 5873855.97635763,221199.397931609 5873871.20041996,221194.277235032 5873880.59400349,221187.709385075 5873876.05916881,221178.915145303 5873870.06671228,221170.454864002 5873862.29272071))",way
259552877,mobile_phone,Pixou,,,,,POINT (244420.01394471506 6256799.139254481),"SRID=3857;POLYGON((244411.470985044 6256795.37792552,244413.263228846 6256795.03929146,244427.155901297 6256792.41487796,244427.389672227 6256796.98643749,244427.734762649 6256803.9115083,244414.521139092 6256805.07979709,244413.140777406 6256805.33377293,244412.539652156 6256802.35379016,244411.470985044 6256795.37792552))",way
263463094,mobile_phone,Bouygues Telecom,,,,,POINT (510372.0182381811 6228592.996206125),"SRID=3857;POLYGON((510366.191141194 6228589.66827793,510373.605019281 6228586.44506752,510375.764617403 6228591.23769496,510376.321214857 6228592.46960316,510378.013271117 6228596.21595521,510372.369372933 6228598.54476948,510370.243170659 6228599.6247995,510366.191141194 6228589.66827793))",way
263891622,mobile_phone,Orange,,,,,POINT (264047.55555229634 6233554.419933543),"SRID=3857;POLYGON((264041.171505261 6233572.61219818,264042.852429572 6233535.71775754,264053.973246702 6233536.25808686,264053.227406114 6233551.53928977,264052.31458629 6233572.139408,264052.091947308 6233573.11875912,264041.171505261 6233572.61219818))",way
263891623,mobile_phone,Orange,,,,,POINT (263968.55189808947 6233592.351459338),"SRID=3857;POLYGON((263951.314412293 6233601.24982428,263951.960065339 6233589.93659959,263952.427607201 6233581.52767519,263985.778926642 6233583.45260895,263985.333648679 6233591.54071262,263984.699127582 6233603.14099167,263972.26474046 6233602.4655747,263951.314412293 6233601.24982428))",way
263891638,mobile_phone,SFR,,,,,POINT (264060.0425060262 6233544.204867636),"SRID=3857;POLYGON((264053.227406114 6233551.53928977,264053.973246702 6233536.25808686,264066.808383991 6233536.86595739,264066.173862893 6233552.11339075,264053.227406114 6233551.53928977))",way
268150494,mobile_phone,Club Bouygues Télécom,,,,,POINT (247096.54529643254 6237646.44397248),"SRID=3857;POLYGON((247082.014437226 6237655.22618782,247092.678844444 6237651.0534957,247088.504363539 6237640.444393,247105.647565121 6237634.39653466,247110.100344753 6237645.03941675,247096.452575181 6237650.59737159,247097.476714497 6237653.21586221,247094.370900704 6237654.43219362,247095.26145663 6237656.69592197,247084.274222889 6237660.98687141,247082.014437226 6237655.22618782))",way
268150504,mobile_phone,Espace SFR,,,,,POINT (247272.6672244901 6237946.7560249735),"SRID=3857;POLYGON((247260.170150291 6237947.20148053,247281.94424269 6237938.3489892,247285.172507923 6237946.20473009,247263.554262811 6237955.20927645,247260.170150291 6237947.20148053))",way
268150513,mobile_phone,Général de Téléphone Orange,,,,,POINT (247125.2699941973 6237723.655833436),"SRID=3857;POLYGON((247107.673579853 6237723.81405299,247138.130592534 6237712.07298745,247142.939594537 6237723.57754216,247112.126359485 6237735.20036805,247107.673579853 6237723.81405299))",way
268150565,mobile_phone,Orange,,,,,POINT (247280.1963753085 6237964.571535002),"SRID=3857;POLYGON((247266.994035077 6237963.3522328,247288.656807985 6237954.53351279,247293.476941937 6237965.61604363,247271.79190513 6237974.70508126,247266.994035077 6237963.3522328))",way
272478186,mobile_phone,Bouygues Telecom,,,,,POINT (264006.25991153443 6233703.1737585645),"SRID=3857;POLYGON((263996.677104791 6233716.8313202,263997.923883088 6233688.71675733,264015.846321106 6233689.51038035,264014.58841086 6233717.64183151,263996.677104791 6233716.8313202))",way
272478819,mobile_phone,The Kase,,,,,POINT (264058.25431854016 6233579.538430705),"SRID=3857;POLYGON((264050.9787524 6233586.72837444,264051.791384683 6233571.66661784,264065.461418152 6233572.39268845,264064.838029004 6233587.30247779,264050.9787524 6233586.72837444))",way
276168390,mobile_phone,Nozay,4,Place du Maquis de Saffré,Nozay,44170.0,POINT (-181166.24515838482 6034905.989901252),"SRID=3857;POLYGON((-181187.165438837 6034928.28947758,-181179.929671936 6034923.50503847,-181184.382451568 6034916.74083598,-181177.258004157 6034911.29648173,-181168.129805912 6034904.36730854,-181164.344943225 6034901.56264478,-181165.458138133 6034896.94320058,-181169.24300082 6034897.43814091,-181169.910917765 6034892.98367894,-181170.6901542 6034892.81869891,-181170.022237255 6034889.84905893,-181168.686403366 6034890.17901888,-181166.237374568 6034880.94014511,-181161.394976719 6034882.52395134,-181154.660147526 6034884.73468136,-181150.875284839 6034907.17197321,-181174.029738924 6034924.82488348,-181185.940924439 6034933.89882335,-181187.165438837 6034928.28947758))",way
337271630,mobile_phone,Boutique SFR,,,,,POINT (612178.9908049275 5415831.859753243),"SRID=3857;POLYGON((612167.77641605 5415822.50975549,612175.769155489 5415817.30723846,612188.225806509 5415837.90183486,612190.262953191 5415841.33427205,612182.069838668 5415846.27513681,612167.77641605 5415822.50975549))",way
344445891,mobile_phone,Bouygues Telecom,,,,,POINT (707259.1229734296 5926479.305338393),,node
349221639,mobile_phone,La Boutique Moderne,,,,,POINT (-23727.327509603252 5532463.110753462),"SRID=3857;POLYGON((-23731.7680962039 5532456.11314629,-23724.7549682839 5532454.86602359,-23722.6398979588 5532470.61096024,-23730.4322623144 5532470.45506965,-23731.7680962039 5532456.11314629))",way
358523430,mobile_phone,Bouygues Telecom,,Place de la République,,,POINT (262959.5643567568 6252521.984515318),"SRID=3857;POLYGON((262950.095780149 6252518.69734115,262962.073757358 6252516.02348344,262968.296516894 6252522.92813038,262959.190582547 6252529.52816582,262950.095780149 6252518.69734115))",way
358696709,mobile_phone,Bouygues Telecom,,,,,POINT (-188769.98711993173 6129841.263015892),"SRID=3857;POLYGON((-188780.490544828 6129836.31133371,-188762.991120876 6129832.15774284,-188760.174737758 6129843.33407627,-188759.42889717 6129846.25327024,-188777.095300359 6129850.30678123,-188777.830008998 6129847.27081808,-188780.490544828 6129836.31133371))",way
358696741,mobile_phone,SFR,,Rue de Saint-Malo,Saint-Grégoire,35760.0,POINT (-188711.2769458935 6129779.167815101),"SRID=3857;POLYGON((-188724.329861723 6129781.91446585,-188718.340873118 6129772.15609465,-188711.372272995 6129776.64327592,-188705.249701001 6129766.63469638,-188701.676345347 6129768.76985903,-188700.262587814 6129775.02522144,-188709.98077936 6129790.90552199,-188717.405789396 6129786.25152329,-188724.329861723 6129781.91446585))",way
364534800,mobile_phone,Bouygues Telecom,,Avenue de l'Europe,,,POINT (309861.8806275622 6344627.036553353),"SRID=3857;POLYGON((309851.279300917 6344624.03033986,309858.726574851 6344616.02333497,309872.6415112 6344630.13825257,309864.737827353 6344637.93996266,309851.279300917 6344624.03033986))",way
364534820,mobile_phone,Free,6,Avenue de l'Europe,,,POINT (309770.4802869618 6344549.035315726),"SRID=3857;POLYGON((309762.96954887 6344551.48852296,309772.698872366 6344541.20611329,309778.019944025 6344546.78359185,309768.101377396 6344556.8093755,309762.96954887 6344551.48852296))",way
364534828,mobile_phone,SFR,,,,,POINT (309789.42489909637 6344592.593608328),"SRID=3857;POLYGON((309777.029200557 6344586.95523394,309784.287231357 6344579.63262046,309792.046199865 6344588.01598688,309801.775523361 6344598.50376115,309794.884846881 6344605.55264779,309777.029200557 6344586.95523394))",way
365779116,mobile_phone,Internity,,,,,POINT (269077.6796897732 6252060.729172886),"SRID=3857;POLYGON((269071.988724885 6252067.21658515,269072.077780478 6252058.09549705,269073.113051742 6252058.80623083,269078.500915097 6252052.40962891,269079.324679329 6252053.10344,269082.397097274 6252056.36942953,269084.656882938 6252059.61849809,269082.063138802 6252064.08596939,269080.404478389 6252064.10289164,269080.582589575 6252065.86280522,269078.300540013 6252065.89664972,269078.267144166 6252067.25042966,269071.988724885 6252067.21658515))",way
365779125,mobile_phone,Photo Service,,,,,POINT (269014.5357658732 6252051.235357817),"SRID=3857;POLYGON((269004.70722465 6252047.70525281,269009.705469786 6252047.58679733,269009.90584487 6252046.57146471,269022.462683431 6252046.45300925,269023.753989525 6252046.46993146,269023.998892404 6252055.59100704,269004.796280242 6252055.76022932,269004.70722465 6252047.70525281))",way
365972596,mobile_phone,Bouygues Telecom,,,,,POINT (268934.9111204963 6252094.364112877),"SRID=3857;POLYGON((268931.904277671 6252090.97545818,268937.826474581 6252090.89084669,268937.915530174 6252097.76130239,268931.993333264 6252097.82899164,268931.904277671 6252090.97545818))",way
365972606,mobile_phone,SFR,,,,,POINT (268975.1949153186 6252069.0796298),"SRID=3857;POLYGON((268964.632207964 6252073.71473184,268967.359535489 6252062.17375601,268977.300366017 6252064.35672531,268977.300366017 6252066.47200617,268986.69573104 6252066.38739492,268986.773654683 6252073.35936431,268964.632207964 6252073.71473184))",way
365972610,mobile_phone_accessories,The Kase,,,,,POINT (268950.9316950707 6252060.839165895),"SRID=3857;POLYGON((268944.071498015 6252054.93104021,268947.433346637 6252051.25891797,268953.066112871 6252055.48947368,268959.377927999 6252058.80623083,268958.220205295 6252067.48734117,268944.49451208 6252067.41965216,268944.071498015 6252054.93104021))",way
366005584,mobile_phone,Bouygues Télécom,,,,,POINT (541136.4066169875 5905282.802702269),"SRID=3857;POLYGON((541121.094779597 5905284.84812818,541122.163446708 5905279.59810057,541129.655248439 5905280.97968648,541140.497766842 5905274.03925124,541148.011832471 5905283.49904958,541146.631470785 5905289.64304779,541121.094779597 5905284.84812818))",way
366005639,mobile_phone,Orange,,,,,POINT (541101.9475880212 5905236.260648836),"SRID=3857;POLYGON((541092.318691227 5905245.31858594,541096.092421965 5905224.02601998,541111.49903949 5905227.17926694,541110.330184837 5905234.34721915,541107.825496294 5905248.47184057,541092.318691227 5905245.31858594))",way
366005649,mobile_phone,SFR,,,,,POINT (541077.6923202353 5905264.6935711345),"SRID=3857;POLYGON((541068.763486975 5905274.4618537,541069.108577396 5905272.51138099,541072.002884157 5905256.11117351,541077.468671155 5905252.50280691,541086.641397196 5905254.6320681,541082.066166125 5905277.01372281,541068.763486975 5905274.4618537))",way
374099953,mobile_phone,Phoneo,,Avenue Georges Frêche,Pérols,34470.0,POINT (438806.9294162888 5399484.648050493),"SRID=3857;POLYGON((438797.465620717 5399488.45447912,438807.473242939 5399474.61071969,438816.456725846 5399480.67984586,438806.270992438 5399494.80018266,438797.465620717 5399488.45447912))",way
377853903,mobile_phone,SFR,,,,,POINT (-159475.8534575131 5892753.204155157),"SRID=3857;POLYGON((-159482.235839303 5892742.02311265,-159471.493508441 5892741.40634603,-159468.73278507 5892763.05812623,-159473.285752243 5892764.30789328,-159481.011324904 5892764.58381591,-159482.235839303 5892742.02311265))",way
377856890,mobile_phone,Orange,,,,,POINT (-159556.67130238152 5892806.482490239),"SRID=3857;POLYGON((-159582.234137883 5892803.09945287,-159532.80828397 5892799.07421193,-159532.318478211 5892810.71170794,-159581.610748734 5892813.21125582,-159582.234137883 5892803.09945287))",way
379435637,mobile_phone,Orange,,,,,POINT (-187032.2693166024 6120642.53007533),"SRID=3857;POLYGON((-187041.89160567 6120636.22649315,-187033.242081235 6120636.07652445,-187033.386796573 6120627.32835466,-187024.703876291 6120627.17838611,-187024.247466379 6120654.05612429,-187041.52425135 6120654.45604167,-187041.635570841 6120649.42374927,-187041.89160567 6120636.22649315))",way
379435660,mobile_phone,Bouygues Télécom,,,,,POINT (-186920.67496520793 6120596.482521399),"SRID=3857;POLYGON((-186926.687064648 6120590.38618185,-186916.490199291 6120590.03625675,-186916.300956157 6120595.33512404,-186912.582885164 6120595.20181917,-186912.538357368 6120597.26804501,-186915.610775314 6120600.48402653,-186915.566247518 6120602.33363304,-186926.41989787 6120602.58357989,-186926.464425666 6120597.88458023,-186926.687064648 6120590.38618185))",way
379471407,mobile_phone,SFR,,,,,POINT (-187037.23073936664 6120681.140035827),"SRID=3857;POLYGON((-187042.1253766 6120671.51920083,-187032.663219883 6120671.36923151,-187032.329261411 6120690.74862208,-187041.802550077 6120690.91525503,-187042.1253766 6120671.51920083))",way
386504733,mobile_phone,Hubside.Store,,,,,POINT (167695.48749326525 5396316.649687746),"SRID=3857;POLYGON((167685.057421285 5396317.28417692,167690.523208283 5396310.01907447,167693.150348266 5396306.51708208,167705.840770216 5396316.00932766,167697.970482217 5396326.77643354,167685.057421285 5396317.28417692))",way
386504740,mobile_phone,SFR,,,,,POINT (167688.08056788825 5396326.525452611),"SRID=3857;POLYGON((167678.177876754 5396326.13132842,167680.593509704 5396322.78292634,167685.057421285 5396317.28417692,167697.970482217 5396326.77643354,167691.224521075 5396335.90006801,167678.177876754 5396326.13132842))",way
386510822,mobile_phone,Free,,,,,POINT (167741.4496025389 5396231.555997787),"SRID=3857;POLYGON((167731.266141913 5396238.28993343,167739.247749403 5396226.95462966,167737.923047463 5396225.98698242,167743.021480141 5396219.70495757,167745.125418517 5396221.17946669,167751.849115761 5396225.91018503,167738.613228306 5396243.74255739,167731.266141913 5396238.28993343))",way
386520321,mobile_phone,Orange,,,,,POINT (167823.2900782124 5396130.691566659),"SRID=3857;POLYGON((167809.067334029 5396130.95837245,167819.230803538 5396117.31930499,167828.325605936 5396124.26171069,167840.637541618 5396133.63089478,167833.078948193 5396134.79820362,167826.46657044 5396143.81413348,167809.067334029 5396130.95837245))",way
386523730,mobile_phone,Bouygues Telecom,,,,,POINT (167975.56233077496 5395925.068960161),"SRID=3857;POLYGON((167966.11687164 5395925.74475225,167973.463958032 5395915.83821478,167985.007789228 5395924.39316202,167977.660702835 5395934.29970864,167966.11687164 5395925.74475225))",way
390130348,mobile_phone,Bouygues Telecom,,,,,POINT (75679.16667251513 6002077.842533901),"SRID=3857;POLYGON((75674.0102297484 6002067.55954418,75679.0530026813 6002069.77834438,75683.2386155352 6002071.63556277,75684.6078452719 6002085.7537226,75675.6911540594 6002086.50975975,75674.0102297484 6002067.55954418))",way
390130365,mobile_phone,Hubside.Store,,,,,POINT (75704.75794744752 6002048.990874253),"SRID=3857;POLYGON((75694.3260368182 6002058.86513997,75702.0627414283 6002043.71158674,75701.2278452474 6002038.00846673,75712.6380930537 6002037.30174031,75713.5731767763 6002047.82046515,75711.4358425531 6002047.91907825,75704.8902564944 6002059.88414341,75703.6100823503 6002062.03719947,75699.3020180566 6002060.52512951,75694.3260368182 6002058.86513997))",way
390130388,mobile_phone,SFR,,,,,POINT (75702.15031512114 6002087.766753438),"SRID=3857;POLYGON((75693.0681265722 6002076.05673026,75704.8234648 6002081.06958088,75711.4469745022 6002084.02798588,75712.3486623776 6002095.10557805,75695.138669101 6002096.65052526,75694.0700019893 6002084.84976523,75693.0681265722 6002076.05673026))",way
398056937,mobile_phone,Club Bouygues Telecom,,,,,POINT (637036.4509491774 5650454.141926785),"SRID=3857;POLYGON((637030.372427529 5650459.46777279,637032.999567511 5650443.10559541,637042.372668636 5650447.8436746,637039.823452297 5650465.81681102,637030.372427529 5650459.46777279))",way
399132172,mobile_phone,Lick La Defense,,,Puteaux,92800.0,POINT (249054.7293979962 6256284.318373366),"SRID=3857;POLYGON((249040.948044511 6256270.359019,249052.269236725 6256264.85655849,249068.510750432 6256298.27771219,249057.189558218 6256303.78019442,249040.948044511 6256270.359019))",way
399132177,mobile_phone,Orange,,,,,POINT (248966.73502209625 6256264.803620827),"SRID=3857;POLYGON((248953.595640086 6256268.6828845,248964.081936118 6256263.5359685,248958.760864458 6256252.6834355,248957.425030569 6256253.22521528,248956.745981675 6256251.81997403,248968.356604565 6256246.13128892,248980.512692959 6256270.91773057,248959.695948181 6256281.12692129,248953.595640086 6256268.6828845))",way
402237380,mobile_phone,The Phone Store,,,,,POINT (262695.1668649625 6253978.461466635),"SRID=3857;POLYGON((262689.096102035 6253978.14041008,262689.5191161 6253977.97114938,262689.39666466 6253977.64955407,262698.34675172 6253974.11200642,262698.502599007 6253974.53515798,262698.936745021 6253974.34897129,262699.025800614 6253974.58593617,262699.582398068 6253974.36589736,262701.274454328 6253978.68204433,262701.296718226 6253978.74974862,262700.740120772 6253978.96978754,262700.840308314 6253979.22367862,262700.4061623 6253979.37601327,262700.428426198 6253979.42679149,262691.389283546 6253982.99819351,262691.077588971 6253983.13360215,262689.775150929 6253979.69760865,262689.096102035 6253978.14041008))",way
404083570,mobile_phone,The Phone Store,,,,,POINT (262429.1085011717 6254639.528907294),"SRID=3857;POLYGON((262423.721567933 6254639.80633244,262425.613999277 6254636.20079858,262424.779103096 6254633.56012686,262433.161460752 6254631.0379476,262432.916557873 6254640.17873509,262434.552954387 6254645.00304357,262426.226256476 6254647.60986403,262424.311561234 6254641.63449104,262423.721567933 6254639.80633244))",way
406408468,mobile_phone,Bouygues Telecom,,,,,POINT (249306.5455362709 6256214.032041021),"SRID=3857;POLYGON((249298.007012651 6256213.21825725,249303.406007954 6256210.50937145,249304.986744724 6256213.77696505,249308.04803072 6256212.30400819,249305.086932265 6256206.15822545,249301.992250421 6256207.6650423,249299.676805013 6256202.87370428,249308.604628175 6256198.55642323,249312.011004593 6256205.61644868,249308.593496225 6256207.17405701,249316.797742697 6256223.32579502,249312.946088315 6256223.0887672,249305.866168701 6256224.62944818,249302.226021352 6256226.2378517,249299.164735355 6256219.0931563,249300.400381703 6256218.29742045,249298.007012651 6256213.21825725))",way
412906804,mobile_phone,SFR,,,,,POINT (637483.2757758212 5651392.966665538),,node
413332658,mobile_phone,Orange,,Avenue Georges Frêche,Lattes,34970.0,POINT (437436.71710161463 5400959.004820299),"SRID=3857;POLYGON((437423.159715179 5400962.54156908,437424.373097629 5400956.44073617,437427.044765408 5400954.44298319,437428.380599297 5400948.29605366,437438.955950923 5400941.22708976,437449.019232891 5400943.56292071,437442.573834373 5400977.98576106,437432.276781475 5400976.0033708,437423.159715179 5400962.54156908))",way
413332677,mobile_phone,SFR,,Avenue Georges Frêche,Lattes,34970.0,POINT (437233.48077964416 5401100.133516293),"SRID=3857;POLYGON((437224.643667248 5401093.44151748,437230.454544667 5401089.61499587,437242.287806538 5401106.780569,437236.554852762 5401110.69930323,437224.643667248 5401093.44151748))",way
413332687,mobile_phone,Bouygues Telecom,,Avenue Georges Frêche,Lattes,34970.0,POINT (437245.4050849011 5401126.03214737),"SRID=3857;POLYGON((437237.823894957 5401124.94506871,437247.196996082 5401118.64434989,437253.007873502 5401127.09653466,437243.579112632 5401133.4279945,437237.823894957 5401124.94506871))",way
422683540,mobile_phone,SFR,102-bis,Avenue du Quercy,,,POINT (224509.913041382 5521446.148586258),"SRID=3857;POLYGON((224500.844597861 5521431.32758496,224515.961784711 5521429.10104744,224519.100994351 5521460.89543202,224503.716640723 5521463.09083681,224500.844597861 5521431.32758496))",way
423095023,mobile_phone,SFR,,Route de Sète,Saint-Jean-de-Védas,34430.0,POINT (428375.2137479588 5399512.201752364),"SRID=3857;POLYGON((428366.985180674 5399512.33155571,428375.100371553 5399502.43654352,428376.592052729 5399502.25216452,428378.718255004 5399511.11772601,428382.99292345 5399514.45191684,428378.295240939 5399521.2739516,428366.985180674 5399512.33155571))",way
423095034,mobile_phone,Phoneo,,Route de Sète,Saint-Jean-de-Védas,34430.0,POINT (428276.7535310636 5399415.973781985),"SRID=3857;POLYGON((428267.944229715 5399417.28456229,428269.669681823 5399415.07203479,428268.36724378 5399414.05795986,428271.094571305 5399410.57015755,428272.252294009 5399411.46131396,428275.792253816 5399406.94407372,428286.156098409 5399414.97984616,428278.141095072 5399425.27424934,428267.944229715 5399417.28456229))",way
423095044,mobile_phone,Orange,,Route de Sète,Saint-Jean-de-Védas,34430.0,POINT (428379.2241530102 5399488.215480845),"SRID=3857;POLYGON((428369.200438541 5399491.78866179,428379.530887286 5399479.60430422,428387.122876559 5399485.55051455,428387.957772739 5399491.71183729,428375.400934178 5399493.41734132,428375.62357316 5399495.09211585,428373.742273765 5399495.35331925,428369.200438541 5399491.78866179))",way
439786598,mobile_phone,Bouygues Télécom,,,,,POINT (-196653.5250456173 6129912.46268286),"SRID=3857;POLYGON((-196660.496735459 6129908.79098462,-196657.635824546 6129907.82347316,-196650.288738153 6129905.30460762,-196646.515007415 6129916.09736781,-196656.812060314 6129919.61711172,-196658.693359708 6129914.09561837,-196660.496735459 6129908.79098462))",way
439786626,mobile_phone,Orange,,,,,POINT (-196688.50827780718 6129777.88050428),"SRID=3857;POLYGON((-196700.549488246 6129781.04705463,-196695.540111161 6129770.48799812,-196696.575382425 6129767.56882997,-196686.167010036 6129763.84897715,-196676.660325522 6129790.93888399,-196678.586152713 6129791.63948617,-196700.549488246 6129781.04705463))",way
439786631,mobile_phone,SFR,,,,,POINT (-196687.51995576403 6129815.751166626),"SRID=3857;POLYGON((-196694.482575998 6129813.72516509,-196683.328363021 6129809.85516286,-196680.5565077 6129817.86206596,-196691.788644321 6129821.58194224,-196694.482575998 6129813.72516509))",way
454742443,mobile_phone,The Kase,,,,,POINT (343044.6249207505 5744384.982981675),"SRID=3857;POLYGON((343037.467409939 5744388.68943248,343039.359841282 5744383.40656432,343041.586231098 5744377.53316775,343051.816492302 5744381.31576238,343049.645762231 5744387.14128045,343047.708803091 5744392.42415083,343037.467409939 5744388.68943248))",way
455600621,mobile_phone,Bouygues,,,,,POINT (785212.1994020868 6229962.5634654015),,node
465519581,mobile_phone,Repair my phone,15,Rue Amiral Duchaffault,,,POINT (-145510.18331725796 5938557.731667083),"SRID=3857;POLYGON((-145520.511908163 5938563.44049634,-145519.521164695 5938559.10044752,-145517.005344203 5938548.23401896,-145499.928934316 5938551.88879222,-145503.335310734 5938567.30738376,-145520.511908163 5938563.44049634))",way
469739693,mobile_phone,Orange,65,Rue de la République,Pontarlier,25300.0,POINT (707403.0256791781 5926352.690196095),,node
469762627,mobile_phone,Save – Point Service Mobiles,10,,Pontarlier,25300.0,POINT (707079.9319890997 5926603.282746427),,node
469762655,mobile_phone,SFR,8,Place Saint-Pierre,Pontarlier,25300.0,POINT (707094.5037104444 5926592.708182079),,node
470456234,mobile_phone,Pro Tech 59,,,,,POINT (336901.0138758066 6557181.84151794),,node
477166923,mobile_phone,Bouygues Telecom,,,,,POINT (488155.2362678009 6265102.181072546),"SRID=3857;POLYGON((488143.948735994 6265097.28704526,488153.700323388 6265094.71090047,488162.694938244 6265092.38898118,488166.49093288 6265107.13402695,488147.800390376 6265111.96430616,488143.948735994 6265097.28704526))",way
477166932,mobile_phone,Orange,,,,,POINT (488253.52723779785 6265115.776505769),"SRID=3857;POLYGON((488239.783685618 6265099.55812091,488254.488990352 6265095.66000636,488264.474348676 6265101.65971386,488260.221944128 6265108.77801641,488266.377911969 6265133.48874176,488249.835835637 6265137.70889344,488239.783685618 6265099.55812091))",way
485065180,mobile_phone,Orange,,,,,POINT (432354.8804549505 5405104.13562532),"SRID=3857;POLYGON((432349.272984567 5405091.11555231,432354.939146649 5405089.85486774,432360.594176781 5405116.97499819,432354.616320125 5405118.15881523,432349.272984567 5405091.11555231))",way
485065195,mobile_phone,SFR,,,,,POINT (432497.74073107605 5405004.205173358),"SRID=3857;POLYGON((432488.64498704 5405000.31595419,432500.801075435 5404997.94835045,432502.047853732 5405004.3593308,432510.519266981 5405002.71430664,432511.220579773 5405005.91211088,432490.570814231 5405010.04773436,432488.64498704 5405000.31595419))",way
506523338,mobile_phone,Orange,,,,,POINT (641070.7991007896 5650732.922061949),"SRID=3857;POLYGON((641060.115730347 5650732.51205361,641069.121477152 5650725.65741617,641073.340485853 5650722.38804025,641074.509340507 5650723.88847832,641079.930599708 5650730.8852613,641079.819280218 5650734.92855146,641068.453560208 5650743.40999025,641060.115730347 5650732.51205361))",way
506565289,mobile_phone,Tech Mobile,,,,,POINT (641111.5142349072 5650702.895684979),"SRID=3857;POLYGON((641104.82163785 5650700.02364551,641110.799494505 5650695.6171082,641117.03338599 5650703.90898128,641116.465656587 5650707.63637815,641112.6807939 5650710.36875057,641104.82163785 5650700.02364551))",way
512904613,mobile_phone,SFR,,,,,POINT (638208.0710875549 5646342.3027534615),"SRID=3857;POLYGON((638191.423584554 5646346.72266677,638191.757543026 5646335.83005672,638218.563276409 5646336.69830776,638225.220181958 5646343.78639667,638225.030938824 5646350.35353971,638218.529880562 5646350.1009572,638218.630068103 5646347.49620045,638191.423584554 5646346.72266677))",way
512910147,mobile_phone,Orange,45,Avenue de la Chartreuse,,,POINT (638080.988755056 5646515.161622482),"SRID=3857;POLYGON((638067.736498333 5646527.62085399,638067.936873417 5646521.05358153,638075.339619554 5646521.27459543,638075.99640455 5646499.74155249,638089.310215649 5646500.08885923,638088.419659722 5646528.18917587,638067.736498333 5646527.62085399))",way
512911573,mobile_phone,Bouygues Telecom,57,Avenue de la Chartreuse,,,POINT (637994.6613355029 5646510.669940336),"SRID=3857;POLYGON((637990.02436181 5646525.25284654,637990.959445533 5646495.57387272,637997.638614981 5646495.76331266,637999.263879546 5646497.6419257,637998.428983365 5646524.76345842,637999.074636412 5646524.79503184,637999.052372514 5646525.56858083,637990.02436181 5646525.25284654))",way
